 reviewerID,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,No_Of_Reviews,P_Filtered
8W8LDl9XHwpNE4Izsx3TpQ,95,69,11,45,34,18,27,189,5,69,18.8406
8WYeop-WxL0gbLlEraGGsw,7,8,0,3,2,0,2,0,0,8,12.5
8yjYTdYnsZDq7mIIdPkxyQ,0,8,1,24,5,16,0,0,0,8,12.5
8yvxYdCIehltxiLMk1IWeQ,7,67,38,148,16,21,19,0,0,67,11.7647
9_FFGxnXSCqnNDV1A0V0iQ,2,1,0,4,2,9,0,0,0,1,0
9_FZWndDBOqYSKvCz3uyig,4,13,0,15,6,11,0,0,0,13,14.2857
9_iGsZnMmbuWjy4zC9phFg,5,4,0,11,5,4,0,0,0,4,0
9238g4dFFzS71KqFuIEZ_Q,8,17,1,241,43,48,1,0,0,17,11.7647
93arJyhBCdDK4v1I0-gXaQ,2,1,0,0,0,0,0,0,0,1,0
97-g6X50E_XwTugGfgPe1g,3,2,0,1,1,2,0,0,0,2,0
9cvf2L90hvmzeO2ZzmuXcQ,84,51,3,183,167,174,117,135,9,51,0
9d332tHB-BsRI2Z3oVysEg,3,5,0,11,5,3,0,5,0,5,0
9En3hMCspoXjLl0hKpWIIw,3,10,0,2,2,1,1,4,0,10,10
9FYwgafova5w-7N71j-WRA,4,7,0,10,1,1,0,0,1,7,14.2857
9gE3SbLNfL5z9qntDkhI8A,106,86,1,181,130,115,266,38,8,86,11.5789
9HFDbe5_3inJFYFj0tI5ow,0,2,0,0,0,0,0,0,0,2,0
9I76qiqSP7I0et6pxbXh6w,0,8,0,1,1,0,0,0,0,8,11.1111
9IdRANRP976UFeV3hc5qVQ,0,2,0,6,1,1,0,0,0,2,0
9IWwMtWrQNQHoTERdbx45g,0,4,0,1,0,0,0,0,0,4,0
9kclxG2_Tv_Mnhxj8llXww,8,26,0,19,3,5,1,0,1,26,13.7931
9mcOMTvOICED1zHPK5vf_A,52,55,4,144,94,134,98,149,13,55,7.27273
9mmTl7yJ2J_oop_OMhwO6Q,9,16,0,15,3,4,1,0,0,16,5.88235
9MQlJmyjq9lm6-igpfU9JQ,4,4,1,1,0,0,0,0,0,4,0
9PYsDt3MczvVhJJDxgWPxg,0,1,0,1,0,0,0,0,0,1,0
9q36VyX34T8C9hf2K88afw,0,64,7,34,13,3,2,12,0,64,7.8125
9qfGmcTPnmq1mp1DbIIUjw,0,7,0,2,0,0,0,0,0,7,0
9RE7AkKuE96f0bDSGg7cvg,0,7,2,10,1,4,0,0,0,7,0
9RkPM2sLGwLVF_kaqaVQew,11,12,1,0,0,0,1,0,0,12,8.33333
9scY4iHXiDB1-BGE6EX9jQ,0,60,4,41,4,12,6,1,0,60,1.63934
9SJD7ZnLdzTE_ogf2ySLLQ,3,83,15,97,14,13,3,10,2,83,10.3448
9tIY0VO9W8bT-I2wQM9nWA,57,126,3,104,40,44,15,1,6,126,16.4179
9TV_31cVpSz4bkNNaiY1hw,2,1,0,0,0,0,0,0,0,1,0
9u536k8D_-Yz4Yb8rgGGfw,1,2,0,6,0,0,0,0,0,2,0
9urf9uT1i2N7pM3tkgpI4w,24,48,2,48,10,6,10,12,2,48,12.5
9VeM0ePhjSHsPypv9iWixw,4,1,0,0,0,0,0,0,0,1,0
9VoHFweIOCapGr9SQ9kyFQ,3,21,1,7,2,5,0,9,0,21,0
9ws39dc-zDtIQVcFSaabww,2,15,4,29,2,13,1,9,0,15,13.3333
9xyPuO2EDT78h4FyyqGxZQ,11,1,0,0,0,0,0,0,0,1,0
9zG2PRZnMGe5F29a5NK6Rw,25,165,14,138,93,64,68,22,5,165,12.7273
A3Rahgq3ufx81IjbEfAbGg,180,393,14,403,160,112,230,38,10,393,11.8932
a5A9zeo5AXNtB_L-W0a8fA,33,18,0,32,7,4,7,0,0,18,15
A7Y3iNEcQtbXoDaFlrw9QQ,6,4,0,0,0,0,0,5,0,4,0
a8Ph3VkC2jn1NKgulz2pcQ,15,6,0,1,0,0,0,4,0,6,16.6667
A9DaslKh05n-J-vU2jm35Q,0,1,0,1,0,0,0,0,0,1,0
aAFDI3lKW6AcBt7wFJWGLw,0,3,0,0,0,0,0,0,0,3,0
aAlKX_pPAhu3dIInG9guCQ,2,30,1,13,2,2,5,0,1,30,0
aAnY0oKxg4WEcYsC9hw3cQ,12,66,5,24,17,15,19,75,1,66,1.23457
aB_-WkcMEO-oZoQ9UOiq9g,59,27,0,31,7,18,16,50,2,27,14.8148
AbE9Lbu0Ozi6nKDio26bSg,0,7,0,2,1,1,0,0,0,7,14.2857
abFx120dRv-9jMtRxBohyg,6,2,0,8,0,0,0,0,0,2,0
aD_nDmBiRLg9yLzX2dF_8w,11,87,12,93,18,9,12,6,1,87,11.9565
aDPUcEYC1rGU4KuYXIXNgA,24,2,0,0,0,0,0,7,0,2,0
aduecIwe1-7Mt8xH2dwoEg,8,11,0,0,0,0,1,3,0,11,11.1111
AEU8Yroo6-mHiwuXf-2cOA,110,287,34,828,492,419,316,160,7,287,13.2404
AF-N6ORzmQUP4YmNfEAdDg,1,3,0,0,0,0,0,6,0,3,0
AGbc5zb3DxU6gXFo5lKpbA,12,1,0,1,0,0,0,0,1,1,0
AgEn7RbmBoMEpOFLIVcfMA,5,12,1,4,1,0,1,11,0,12,8.33333
AGMPXErhBD3iHtCe134wiA,50,143,20,104,31,54,9,63,1,143,11.9048
ahpa820SDQOAdZuRkIJB-g,64,1,0,1,0,0,0,0,0,1,0
AHRrG3T1gJpHvtpZ-K0G_g,781,171,30,377,294,334,670,148,45,171,0.515464
Ai7ZSET9dbL-h1qUdcyC5Q,791,1145,316,5146,4101,2846,3581,5,88,1145,9.85179
AIA7-wpntwH4QojUgDyeWA,20,79,5,59,17,20,8,13,0,79,13.7931
aipuEHOjckqbBbRnLFAGMQ,2,5,0,1,0,3,0,0,0,5,0
AK0EBLav1XwtYJyUizcnrg,3,92,1,37,16,51,5,0,1,92,15.1515
ak9ijP24Lk3DvXKRx3IM5Q,4,3,0,1,1,1,0,0,1,3,0
aKQmMR2UZT8puU5L_bDWTw,7,2,1,2,0,0,0,22,0,2,0
al3Ii-nMy0KuuK42wdHfyg,0,66,12,28,8,5,0,0,0,66,18.1818
alC7gb_tuEJO59khSndyg,22,6,0,3,1,0,0,2,1,6,16.6667
ankoebr_vOar5UmTZBBH_Q,3,15,5,60,16,31,2,0,0,15,12.5
ANTBTiIjTpstEHXsBtzmzw,0,1,0,0,0,0,0,0,0,1,0
anz6sQ1M6iDzP3NxOcN7Ew,3,27,1,10,2,8,6,0,0,27,14.2857
aO2CQUqFPMHWmY2k5O7KVw,3,4,0,3,3,0,0,0,0,4,0
aOImbw1hxdFB0hq-dpzWPQ,3,30,2,33,4,3,2,11,0,30,9.67742
apn4LgHyRI6brVgM1c3ocg,6,14,2,8,4,2,0,5,0,14,13.3333
AQaD9fs9c8IKciaasRnQ_w,15,12,0,5,5,0,2,4,0,12,7.69231
AsbkX4vOVsawtYa1ktCLrA,11,3,0,4,4,1,1,5,0,3,0
aSFfgEWYCfn6wyeCBP30TQ,16,10,1,5,1,1,0,1,0,10,9.09091
aT7ShSoRUygJQ_zSV55G0w,1,20,2,22,14,7,4,6,0,20,5
AUu9t9yMMkXmu0cLxOCUEA,0,2,1,0,0,0,0,0,0,2,0
AVcQC3DY0y-EvzTsn5tf8w,118,259,110,1978,1396,586,643,0,14,259,6.92308
avp7oNIh8X3lTyF-EkdXeA,40,1,0,0,0,0,0,41,1,1,0
aVZJus7mUbZFLYzQNL_B9g,0,2,0,0,0,0,0,0,0,2,0
AwA4gGe5-IIXgYa23FSGPw,12,16,0,2,1,1,0,0,0,16,6.25
AWJdR7fN8for1NicW3rFLA,0,6,1,5,0,2,0,0,1,6,14.2857
awoyhEebyuOiR-rz-evOwQ,7,3,0,1,0,0,0,3,0,3,0
AX6TWJtUn0UXKROrR7ZdAw,106,287,133,413,90,146,68,0,2,287,9.02778
axcnehncsmI8FZey1j0ssQ,94,56,10,144,113,216,55,0,5,56,16.0714
aXTnqc_XkAF7gA6rdmz-OA,0,2,0,0,0,0,0,0,0,2,0
AYmQ534hJL3Gzk3itY1C3Q,0,14,3,13,3,2,0,0,0,14,18.75
B_V7b9p3HkElHdNMoUTYfg,16,5,0,10,1,3,2,0,0,5,16.6667
B3s7gBz3NMFOaNvrzWzLIA,29,182,11,82,53,10,27,0,1,182,2.5
B8D9WyakYaObjA2icM7GGw,782,435,211,837,607,427,354,0,14,435,14.2529
b8PkufqUwrIxCjhSvJBVSw,0,6,1,6,1,1,0,0,0,6,16.6667
BaQ_ma7fmDuxXUsPV98O-g,5,11,0,3,0,0,0,0,0,11,0
BBOYEUw_6aPIkW_sdXjJ9A,10,17,2,6,1,2,1,0,0,17,0
BBQPnmtQyjhBnMZaJEU5mg,17,2,0,2,0,0,2,51,0,2,0
bBSPxWH09seAhP7GAUFvrA,0,2,0,0,0,0,0,0,0,2,0
bbTrtQg7YES7opzYDX1GZA,0,13,0,9,2,1,0,0,0,13,7.69231
Bc_9eDmvikKqetgV0vMlGA,1,8,2,12,1,0,1,0,0,8,12.5
BdbDM61xuwvlbZ82Xexk0Q,6,18,2,8,0,5,0,0,0,18,13.6364
Be_Ta_DWdKl9IqhlertyKQ,7,3,0,2,1,0,0,0,0,3,0
beInYnQ1QrTLc1L-6tUREA,2,8,0,1,0,0,0,1,0,8,12.5
beiyxvcseNT2L_q53DDtTA,52,138,14,20,9,5,17,3,0,138,1.27389
BEYUoFzKoQHHJrfhesfNhA,12,142,15,115,36,43,16,0,4,142,17.6056
bfpdkDQfWjWoJRAsbtfATQ,14,43,2,21,10,7,15,39,0,43,3.1746
BFvrtcz5P-ucAkzrWkc-Ww,0,2,0,1,0,1,0,0,0,2,0
bgcFTEBNosl2tkTLXiS1Ig,7,30,1,1,0,0,0,0,0,30,16.129
bhpaNn_qD_N5D8vOnRr7LQ,2,2,0,0,0,0,0,0,0,2,0
BhyIZcAzVZfcYg1EvpVy4w,35,77,18,165,95,44,84,0,5,77,16.8831
BibABXggCleZ4QNjiOjJkQ,30,73,3,102,67,64,19,0,2,73,11.6279
bIpHgBt2n6u74rVfLRxKzw,38,21,0,38,5,4,1,0,0,21,19.0476
Bi-UaRN-xRmEGYu-3k0jqA,63,220,40,300,91,142,52,52,8,220,9.50226
biZ0fIcZp7B-KBJ3EGcX7Q,188,542,268,1720,1075,1059,998,4,25,542,13.2597
BjalYSCJ8fGi0WWvaKXR7A,33,1,0,1,1,0,1,0,0,1,0
bjCJ3Pl5OTqGTb1BfkIm9Q,2,60,2,90,51,14,3,0,0,60,5
bjZL2-Kie880YnGPc7fqow,3,33,1,11,3,3,5,2,1,33,0.970874
BkMDu6kkPrS1fjfZigZoZg,1,30,2,16,2,5,0,0,0,30,16.6667
bKQ6rJr82itvR7xMxpZt_Q,3,21,4,17,7,5,2,1,1,21,8.69565
BLPFZ4n43BQhecOpyoKheA,53,14,1,24,4,4,1,0,0,14,14.2857
bLZfcU6xD2NqHr_31mguCQ,0,3,0,0,0,0,0,0,0,3,0
Bmx5QW_OmR-708nD461V0g,0,1,0,0,0,0,0,0,0,1,0
BNuSgYmwrJeOxSFan4HM9Q,33,182,28,291,153,157,81,12,6,182,7.6087
bNYesZ944s6IJVowOnB0iA,11,48,5,41,5,5,2,0,1,48,12.5
bpf34V4QGtJjumrVPvhK8A,21,121,4,131,41,33,8,33,2,121,14.0496
bQ6q6MXxWrcWztIADoS4GQ,0,2,0,0,0,0,0,1,0,2,0
bTHPJkvm8tuOzHjmJTLPCQ,0,1,0,0,0,0,0,0,0,1,0
bUDaly3i9QA8ItJYzboirQ,39,49,1,63,15,13,8,1,2,49,7.69231
BvhTWpgGY1Y0Pf706oC1Zg,10,2,0,1,0,0,0,0,0,2,0
bvtACOqAQkXrEsgTcAH-Lg,16,72,3,38,29,63,17,23,1,72,4.87805
bxbMTS7ug--zMQl02F2AgA,7,7,0,1,0,0,0,0,0,7,12.5
BXFoYDaRzC82wGUCDzlZRQ,0,13,0,10,2,5,0,0,0,13,7.14286
BXM-cc8HXlRjrrzItvwrOA,4,28,4,10,2,3,2,11,1,28,12.1951
bXPaj0U6MiyZqszyrMxFNA,10,24,0,8,8,4,9,57,0,24,8.33333
bxy9Dp9FpoOdozuuhyBtPw,3,16,1,1,0,0,0,2,0,16,6.25
BxzQIqN1AbAG3jHiqiYEIA,0,22,6,11,5,7,1,0,0,22,18.1818
ByMCCt1_1vQVT_0svsW_Vw,22,1,0,0,0,0,0,0,0,1,0
BZ-3Wk2l2jMUePwwckEh-g,48,42,1,55,37,36,24,11,2,42,16.2791
bzqo6VgzJ7B1mSiM5ZPQ_w,28,50,2,21,6,1,11,22,1,50,14
C_aCzdTcV6g57UbfvbflSg,15,72,7,48,14,14,6,0,0,72,8.21918
c_EibMiN4RFyH_EfyyHepA,5,3,1,0,0,0,0,0,0,3,0
c_gbaITfVyG8i-NXS94KbA,12,51,6,63,16,25,13,9,1,51,15.6863
C_nOtn--dkNAWglfrc7d2w,47,83,6,97,58,66,13,35,4,83,19.2771
C2D3pbp8qqFz90HuiBwIVw,1,6,2,11,3,1,0,0,1,6,16.6667
C3AbXs7SU_dvynCqiZLi-Q,3,36,1,24,6,16,0,0,1,36,16.6667
C3eurhCrfnDvJAvai9Qw5w,1,3,0,7,4,1,0,0,0,3,0
c3j7Ew9lIzJjbCJTdGzutQ,1,43,1,10,1,1,1,1,0,43,6.81818
c3tIAXUjaPfcdbTP4ukW4w,4,14,5,3,1,1,0,1,0,14,14.2857
c4Twg6NrOewWD3hRvQ9Yew,37,47,2,31,4,6,7,1,1,47,16.6667
c67YI9rgcb7V9EFHyLUM_g,0,1,0,0,0,0,0,0,0,1,0
c82OgdkYRgQwPv6bTJnSaw,9,6,0,2,0,0,2,8,0,6,0
c8aE39_mTPsqu9SnKt85PA,0,18,0,2,2,0,0,0,0,18,8.33333
CAKfoHyuoQr_VTIKgTAkwg,3,40,2,129,30,29,3,0,2,40,9.7561
cAMHGsMTf2fF8FLNs3851Q,7,5,0,6,6,3,5,0,0,5,0
CAp51YEsSQDJvfN4sAa3QA,223,265,17,464,353,313,163,97,12,265,13.1944
CavNOpGpOU8VHLuYCq745g,4,150,79,113,23,20,8,0,2,150,8.97436
CBaeFZ5vyTZjGiJv-n-8Vg,4,3,1,0,0,1,0,0,0,3,0
CbLBw2cTQZnlG4HRx6TdpA,0,1,0,0,0,0,0,0,0,1,0
CbZcH4zROWWSjDohTSXljQ,3,1,0,2,0,0,0,0,0,1,0
CC90bpzhwG9HglEotMDNxQ,3,45,0,42,34,26,0,0,0,45,6.52174
cCaAVu5-qY765o4gax5GHQ,12,5,0,1,0,0,0,16,0,5,16.6667
cD0EyIsiDCDfHx2ojHPABw,1,3,0,1,1,1,0,0,0,3,0
CD1L9el0rzt2Y21OQ2Su6w,8,11,0,10,7,1,0,0,0,11,8.33333
CD2RxjEkcP-NovynzFugTw,101,125,4,155,95,100,85,3,3,125,18.8976
CdifGh0IO2was4XiTgG9xg,5,18,0,10,0,0,0,38,0,18,15.7895
Ce0ceZK6jT19kg0HEJjOrg,0,3,0,0,0,0,0,0,0,3,18.1818
cF7_nnC4-c7aaMCpdkf7qg,0,1,0,0,0,0,0,0,0,1,0
cfnzFwKYdJ37697KON9zYA,4,15,1,21,5,2,2,0,1,15,13.3333
CfVdlk7VmhGA6YaJKmFEqg,6,32,2,52,7,6,5,0,0,32,18.75
cgj__ZRrFBG-scN4ksmBew,0,1,0,0,0,0,0,0,0,1,0
cGjLwv64_S_oa1Uzfkg0Kg,4,1,0,4,0,0,0,0,1,1,0
cgVOyVMH0SydirzOmCSY5g,1,7,0,0,1,0,0,0,0,7,0
ch3OD2dgyU7HSoniLpeUbg,0,1,0,0,0,0,0,0,0,1,0
ChcXTbAj84Lrr_xPoJwxiA,2,1,0,0,0,0,0,0,0,1,0
cHHsCvKhuJnH4bYrzCWRQA,0,8,1,5,1,1,1,0,0,8,12.5
CHRsW3hVr-j2IXrbY8425w,23,37,0,40,24,31,12,0,3,37,15.7895
CHRzbaIKp1ePjMhhb4Cb7A,4,27,0,8,3,2,2,0,0,27,14.8148
ChuRLLJup6iGYmIlcHvaBQ,1,2,1,1,1,0,0,0,0,2,0
CkiL7164hOm830mT4yCVXw,0,4,0,1,2,0,0,0,0,4,0
CkljRwKJ6MZ0f8IHbDnACg,0,4,0,0,0,0,0,0,0,4,0
CkO21E0KBFNlTDzwE2zK2w,33,4,1,7,4,3,0,10,0,4,0
ClNzQvLQ6YaHjX-XCMrRTA,1,10,0,1,0,0,0,4,0,10,0
cMWTOntbPiioWMX8-f9OQA,24,16,1,7,5,3,2,0,0,16,18.75
cMYlssd5Joq_oiS6YoTbog,0,1,0,1,0,1,0,0,0,1,0
cNeH8RwVzJKj4ojDr0bNrg,1,22,0,9,2,2,1,23,0,22,4
CNfeLkR5x3_KBW8rnkqa3w,21,22,5,29,3,0,2,0,0,22,9.09091
Cnqlb1R8OfS2ufNBPPtag,0,6,1,4,0,0,0,0,0,6,0
cP_qhrpYHBbwJFkQjXwffQ,8,3,2,2,1,0,0,1,0,3,0
CQkrMlOmR_JIYx_9LfGTHA,21,31,3,30,7,7,4,9,1,31,9.375
CrNQRU02X2PWOMKvSr2Dsg,0,3,0,0,0,0,0,0,0,3,0
CSsZKyjgef2GS20JtP4W2w,10,280,16,115,35,34,0,0,0,280,13.6808
cu0zpfqF8ILCsjUgg_55LQ,1,13,3,11,4,2,1,0,0,13,15.3846
cubyFACfKo9FU2mLwq1EPw,4,1,0,0,0,0,0,2,0,1,0
CUF9_7QyxMQfXJlE-xqjJA,3,8,0,21,0,4,1,0,0,8,12.5
cuKQu09E3UZ1xxCNHdn0Eg,0,1,0,0,0,0,0,0,0,1,0
cV-WCV_Pkun0Zaz3dZg5tQ,3,24,1,16,6,6,1,0,0,24,6.66667
CwwkGkBICQ9rw6Z3H9PqJg,25,60,8,36,20,5,14,13,0,60,10
cXlcaITNH4ABO3N68FRLVA,8,52,3,49,16,18,7,23,0,52,12.7273
C-xvLhH_c58me9G67IXQBg,0,1,0,0,0,0,0,0,0,1,0
cXvsJzq3EHRyIXLHWJ0RiQ,2,43,8,27,17,12,7,4,1,43,6.55738
CXyFuNU3xvByUfKE-XDgnw,0,3,0,0,0,0,0,0,0,3,0
CY5f1SG1FsyDatjjqKrhrg,0,13,0,1,0,1,0,0,0,13,16.6667
CYtKqfxO78q8MN6HX2JnDg,25,51,3,20,4,5,10,2,0,51,17.6471
CyY4zA_eNF2sxyhpxC39fw,0,2,0,0,0,0,0,0,0,2,0
cyz3h4qqCWYK5fzf4r84WA,1,10,0,6,3,4,0,0,0,10,10
cz8V3wu_Hb85oQQYKTQYOw,19,79,2,128,54,250,33,0,7,79,9.7561
d_f-azwd8nsVsPkX_22D9Q,2,4,0,0,0,0,0,0,0,4,0
D0WXH1iQFJBKvbiwcD0i-g,0,7,0,3,4,2,0,1,0,7,12.5
D241et1IN5mfh85wN53EfA,2,6,0,6,0,1,0,0,0,6,16.6667
D4h-zBANHz01gYlwpHWXzw,1,11,0,11,4,11,1,0,0,11,9.09091
d7xA2kRYIH0m8muwOWnsSw,9,9,0,5,3,2,0,0,0,9,0
D9gxxkIePD6Gdw93cWOZ8w,2,1,0,1,0,0,0,0,0,1,0
DAZQDQVu9nM4yPf6ogONmw,0,6,1,1,1,1,1,0,0,6,0
dbjE2GM2UzCiNFRj28TcTw,22,52,0,34,15,12,16,2,2,52,0
DBMqGDZ_wvvs3VJLzN_knA,3,3,0,1,0,0,1,0,0,3,0
DD_SBl66BR2IB7PGqBUm0w,0,14,0,19,15,6,64,0,1,14,14.2857
Ddo2HKLCoZnRGrmMsWkd-g,2,94,21,113,20,31,8,0,2,94,12.6316
de4rJQQYSKDfHXHLMqE6Ew,31,13,2,5,2,1,1,0,0,13,7.14286
DekJMhgydZ_iJGQMum0PFQ,0,2,0,4,4,4,0,0,0,2,0
Dftaj4oyq3t3FK0VVgV4Fg,5,8,1,19,7,131,1,0,1,8,12.5
dGyVZR5hMN375fEz8si16w,1,20,0,9,7,2,2,6,0,20,15
dHGG5RYTAhzQilPcCU0smg,66,107,9,386,260,105,133,38,5,107,18.5185
DhuIJcMa7wpvAZX44W9JTw,0,4,0,0,0,0,0,0,0,4,0
dhVFyz5Z5wqZLnGl6eMDkw,0,1,0,1,0,0,0,0,0,1,0
disybFeLUEmBXr1Ou4B2Fw,0,1,0,5,0,0,0,0,0,1,0
DiWfxftMMF1AinQIqw37fQ,0,1,0,0,0,0,0,0,0,1,0
djzHpfFWUbhsHu9nyuNYzQ,114,220,17,265,77,85,47,114,11,220,14.5455
dLfOtEEBXOnQOa-rrRo4ww,351,167,3,553,458,610,596,319,27,167,19.1617
DLPfEik2PrdVQTM_bkWF0w,22,68,13,28,6,6,2,0,0,68,11.7647
dpg6B1ooF5rYjKSgUvkcxQ,4,35,4,21,1,0,8,0,1,35,2.63158
dqGuVXeJxk3BF4TXlxypsw,2,17,1,3,3,4,0,0,0,17,11.7647
Drn81Ln4LIki6zSNf-k5Cg,0,6,0,1,0,0,0,0,0,6,0
drzHAHTHFnThHW0R0rOdDQ,25,405,24,233,102,88,41,91,5,405,7.65661
dT-2rjOCMhIsb9DASidfcA,34,148,8,229,122,113,89,0,6,148,18.1208
du2CON0sJxcPT-6X8Jp0-Q,14,17,3,3,1,4,0,0,0,17,5.88235
dUupCXinYWCZUu2v2vmRHg,82,196,5,482,285,195,193,8,10,196,0
DV01JvQfdlSmvXj0iNenCA,0,1,0,0,0,0,1,0,0,1,0
Dw8wezFJvDXaWshCaQixsw,1,47,5,35,15,16,4,0,0,47,12.766
dwiiA9GTXYE1lP6eU6L9tA,20,56,7,37,10,9,7,6,2,56,15
DYtAwRq69l-wWhlIIXlWxQ,4,28,5,57,18,9,12,0,0,28,6.89655
DZ94t4UmFYppagU3PP2c-A,1,15,1,13,1,1,0,0,1,15,18.75
DzSCPirrxUyU-wUy-xb8_w,1,26,1,306,309,120,0,0,71,26,17.6471
E_1QD0UT88WSLbV8UNP8OA,21,23,0,10,3,3,16,19,0,23,7.69231
E26yO1tIcQNXBsvxDJovrA,54,92,17,392,304,227,272,19,10,92,15.0538
e4rri4pnONrzaJljmM2MiQ,3,11,0,7,1,0,0,0,0,11,18.1818
e5VFAI-WBHBL7PFMNArDg,97,307,46,641,408,91,321,225,10,307,7.16612
e5wDrf1tfzki-aqrfTchNA,14,1,0,0,0,0,7,18,0,1,0
E7KGEaKSjDW8ecxxMGXFxQ,1,23,3,6,1,0,0,0,0,23,13.0435
e9-lQSpRtPIsH4lgmLZ77g,2,1,0,0,0,0,0,0,0,1,0
EaKVyMCidevoNIyHPz927Q,4,1,0,0,0,0,0,0,0,1,0
ecanmzDWlZvWpbHOrZXzzA,0,2,0,0,1,0,0,0,0,2,0
EDfTisO3WbVHamta_maVxw,21,15,1,30,7,6,7,0,2,15,0
edMTkM8eoD3FLcpO_OxnqQ,4,84,8,76,21,13,7,0,1,84,5.81395
eE9eFqfY-FiQyG1FHlm5ag,0,29,3,32,5,9,1,0,0,29,6.89655
EebVkKx7FBARVL1UyTGsKA,6,13,0,3,0,1,5,30,0,13,7.69231
EFRnmQ_RXUI2R5SK9AC_1A,0,3,0,10,0,2,0,0,0,3,0
egC9wge-SYrR2RXlfddaKw,5,33,3,28,7,12,0,2,1,33,18.1818
EIJzF3ZmzUlO5Rz_86Aogw,42,8,1,9,5,14,0,0,1,8,0
eJAm3JCqPb26-Vxc_XIIKg,18,202,33,236,60,19,16,23,4,202,9.35961
eJh-KBsNV5yka717jk9R1g,29,6,1,3,2,0,1,15,1,6,16.6667
EjWsmWJKmcBDZvtODArKCg,0,2,0,0,0,0,0,0,0,2,0
EJY2WrcwSjY-qjfD9VOrHA,2,91,6,39,7,9,0,0,0,91,18.4783
ek1FovUrlZ5ATW03kaOXLg,7,22,1,9,0,5,2,0,0,22,9.67742
ek5TZzLUnvevykjm2b1xeQ,0,1,0,0,0,0,0,2,0,1,0
eKlx-0OdtKIQ1qVaRhmblg,11,50,1,51,11,6,6,9,0,50,19.6078
ELFobsSsJPmMH-tvIuEcXg,5,2,0,1,0,0,0,0,0,2,0
ELQtz6zVha0uX5UyX5FlSA,0,1,0,0,0,0,0,0,0,1,0
en3JOipkk2YwI4mogxMLPg,0,11,1,11,3,0,0,0,0,11,18.1818
EO10yVrNNxQ4I7tCQd_hSw,7,38,3,147,16,30,5,1,1,38,17.9487
Ep7Vmdbskn0QVBUJ18dwOQ,0,9,1,3,1,0,0,0,0,9,11.1111
epctEMxdolgP27rwRVd_Uw,5,13,1,11,3,3,0,0,0,13,15.3846
epFEgewLBF3Ks9Ub3C-jAg,13,30,4,53,12,33,6,65,0,30,16.129
EqCVZ-h3kN1y6-EyOh5wwQ,34,182,23,190,45,69,30,69,3,182,10.396
EQgswwITerCVwxMpH6rq-Q,0,7,1,9,1,2,0,0,0,7,12.5
eqNXgm-6OyZFBA1fv4HV5A,0,7,0,1,1,1,0,0,0,7,14.2857
eSTWG2J4IGEBnE3EGSskIg,1,1,0,0,0,0,0,4,0,1,0
eSx4K742fGzQTr7b6_7LCg,50,65,5,107,51,82,8,1,1,65,17.3913
eU3gx5IEwfKCdEa0ugF6gw,39,2,0,0,0,2,0,0,0,2,0
EUL_l9BlEXHQdsTVlR5BCg,21,25,3,34,21,8,8,9,1,25,8
eUo1EW1etVCXt1wjZ6jT3g,0,4,0,5,1,0,0,0,0,4,0
EUPVv67ex2ixmYgYakizog,9,142,4,91,30,41,13,12,0,142,9.15033
EwjXcxI3uoL_0cJ5kfJPzw,33,154,8,212,159,121,121,0,4,154,12.5
EWMBTbgxTQrcU-Z-rq3yHQ,6,1,0,2,2,1,2,0,0,1,0
eXjwu3dqC3yT4oKaS9ztrg,10,26,6,46,6,12,4,0,0,26,18.5185
exOO_6UOQAB6bkj3CNB2RA,3,50,11,55,8,10,5,19,2,50,5.08475
eZ9jbV1wdgNkOln0UIMGgA,9,10,0,11,7,8,2,0,0,10,10
Ezkykzr3SjmUy4z4h1Hp6w,14,67,1,100,50,59,24,0,4,67,7.46269
F0oDZ166Ll6cmrYbFVhmyQ,21,17,3,11,2,0,4,46,0,17,11.7647
F1a_gzV-V9oqq-yHKHPTBQ,4,14,0,4,2,2,0,32,0,14,0
F2DZB6X7L9ZUcMqoi1FcQg,1,30,0,10,6,5,0,0,0,30,19.4444
F3mbveXX30Ou0gpDY6IrCQ,33,209,11,248,128,116,78,0,2,209,12.4444
f3yO7yuEMNadIeuwclrjpQ,2,16,0,7,0,2,1,0,0,16,0
f4d-dzblpmtjvtfxJ7WArA,11,114,13,146,50,43,15,0,1,114,8.69565
F4yPCQnYr5HmmzgsFtptiQ,0,1,0,0,0,0,0,0,0,1,0
f5gdhQyQhfXK63LpXdEYSw,0,3,0,0,1,0,0,0,0,3,0
F5PBeIakPUj0wkR1lgkkpA,49,69,8,56,26,18,10,74,3,69,6.84932
F61ZrQgYCeDdFpIwbrQwYQ,4,1,0,2,0,0,0,0,0,1,0
F6Er_trwUOqz-8Tzfrapsw,28,208,19,98,45,44,1,0,2,208,3.28638
f78YVYC2MAVkqx-9RtV96g,0,6,0,3,0,0,0,0,0,6,14.2857
F9ryadSyr6hy3jDodPYhyw,17,63,14,61,33,5,10,0,0,63,19.403
faxhf5fkc5r3ukShldYARg,4,105,35,86,15,27,2,0,1,105,17.1429
FbdQRlBonxyw6hyNZA7VyQ,117,59,12,158,121,103,72,542,13,59,6.25
fBP2Rsng1osoRBgyWx2kag,137,429,154,906,593,233,42,9,5,429,13.9535
fc2meMafVjCbwxVGtdaAlQ,0,1,0,0,0,0,0,0,0,1,0
